START DATE,END DATE,SUBJECT,START TIME (PT),START TIME (MT),START TIME (CT),START TIME (ET),END TIME (PT),END TIME (MT),END TIME (CT),END TIME (ET),SHOW TIME AS,DESCRIPTION,,,,AWAY,HOM E
12/18/2012,12/18/2012,NBA: Spurs @ Nuggets     ,6:00 PM,7:00 PM,8:00 PM,9:00 PM,8:00 PM,9:00 PM,10:00 PM,11:00 PM,FREE,www.MySportsCal.com,Spurs @ Nuggets,San Antonio at Denver,,Spurs , Nuggets
3/27/2013,3/27/2013,NBA: Suns @ Jazz     ,6:00 PM,7:00 PM,8:00 PM,9:00 PM,8:00 PM,9:00 PM,10:00 PM,11:00 PM,FREE,www.MySportsCal.com,Suns @ Jazz,Phoenix at Utah,,Suns , Jazz
11/10/2012,11/10/2012,NBA: Suns @ Jazz     ,6:00 PM,7:00 PM,8:00 PM,9:00 PM,8:00 PM,9:00 PM,10:00 PM,11:00 PM,FREE,www.MySportsCal.com,Suns @ Jazz,Phoenix at Utah,,Suns , Jazz
2/12/2013,2/12/2013,NBA: Thunder @ Jazz     ,6:00 PM,7:00 PM,8:00 PM,9:00 PM,8:00 PM,9:00 PM,10:00 PM,11:00 PM,FREE,www.MySportsCal.com,Thunder @ Jazz,Oklahoma City at Utah,,Thunder , Jazz
4/9/2013,4/9/2013,NBA: Thunder @ Jazz     ,6:00 PM,7:00 PM,8:00 PM,9:00 PM,8:00 PM,9:00 PM,10:00 PM,11:00 PM,FREE,www.MySportsCal.com,Thunder @ Jazz,Oklahoma City at Utah,,Thunder , Jazz
10/12/2012,10/12/2012,NBA: Thunder @ Jazz     ,6:00 PM,7:00 PM,8:00 PM,9:00 PM,8:00 PM,9:00 PM,10:00 PM,11:00 PM,FREE,www.MySportsCal.com,Thunder @ Jazz,Oklahoma City at Utah,,Thunder , Jazz
1/14/2013,1/14/2013,NBA: Thunder @ Suns     ,6:00 PM,7:00 PM,8:00 PM,9:00 PM,8:00 PM,9:00 PM,10:00 PM,11:00 PM,FREE,www.MySportsCal.com,Thunder @ Suns,Oklahoma City at Phoenix,,Thunder , Suns
1/2/2013,1/2/2013,NBA: Timberwolves @ Jazz     ,6:00 PM,7:00 PM,8:00 PM,9:00 PM,8:00 PM,9:00 PM,10:00 PM,11:00 PM,FREE,www.MySportsCal.com,Timberwolves @ Jazz,Minnesota at Utah,,Timberwolves , Jazz
4/12/2013,4/12/2013,NBA: Timberwolves @ Jazz     ,6:00 PM,7:00 PM,8:00 PM,9:00 PM,8:00 PM,9:00 PM,10:00 PM,11:00 PM,FREE,www.MySportsCal.com,Timberwolves @ Jazz,Minnesota at Utah,,Timberwolves , Jazz
1/3/2013,1/3/2013,NBA: Timberwolves @ Nuggets     ,6:00 PM,7:00 PM,8:00 PM,9:00 PM,8:00 PM,9:00 PM,10:00 PM,11:00 PM,FREE,www.MySportsCal.com,Timberwolves @ Nuggets,Minnesota at Denver,,Timberwolves , Nuggets
3/9/2013,3/9/2013,NBA: Timberwolves @ Nuggets     ,6:00 PM,7:00 PM,8:00 PM,9:00 PM,8:00 PM,9:00 PM,10:00 PM,11:00 PM,FREE,www.MySportsCal.com,Timberwolves @ Nuggets,Minnesota at Denver,,Timberwolves , Nuggets
2/26/2013,2/26/2013,NBA: Timberwolves @ Suns     ,6:00 PM,7:00 PM,8:00 PM,9:00 PM,8:00 PM,9:00 PM,10:00 PM,11:00 PM,FREE,www.MySportsCal.com,Timberwolves @ Suns,Minnesota at Phoenix,,Timberwolves , Suns
2/1/2013,2/1/2013,NBA: Trail Blazers @ Jazz     ,6:00 PM,7:00 PM,8:00 PM,9:00 PM,8:00 PM,9:00 PM,10:00 PM,11:00 PM,FREE,www.MySportsCal.com,Trail Blazers @ Jazz,Portland at Utah,,Trail Blazers , Jazz
4/1/2013,4/1/2013,NBA: Trail Blazers @ Jazz     ,6:00 PM,7:00 PM,8:00 PM,9:00 PM,8:00 PM,9:00 PM,10:00 PM,11:00 PM,FREE,www.MySportsCal.com,Trail Blazers @ Jazz,Portland at Utah,,Trail Blazers , Jazz
10/25/2012,10/25/2012,NBA: Trail Blazers @ Jazz     ,6:00 PM,7:00 PM,8:00 PM,9:00 PM,8:00 PM,9:00 PM,10:00 PM,11:00 PM,FREE,www.MySportsCal.com,Trail Blazers @ Jazz,Portland at Utah,,Trail Blazers , Jazz
12/23/2012,12/23/2012,NBA: Trail Blazers @ Kings     ,6:00 PM,7:00 PM,8:00 PM,9:00 PM,8:00 PM,9:00 PM,10:00 PM,11:00 PM,FREE,www.MySportsCal.com,Trail Blazers @ Kings,Portland at Sacramento,,Trail Blazers , Kings
1/15/2013,1/15/2013,NBA: Trail Blazers @ Nuggets     ,6:00 PM,7:00 PM,8:00 PM,9:00 PM,8:00 PM,9:00 PM,10:00 PM,11:00 PM,FREE,www.MySportsCal.com,Trail Blazers @ Nuggets,Portland at Denver,,Trail Blazers , Nuggets
11/21/2012,11/21/2012,NBA: Trail Blazers @ Suns     ,6:00 PM,7:00 PM,8:00 PM,9:00 PM,8:00 PM,9:00 PM,10:00 PM,11:00 PM,FREE,www.MySportsCal.com,Trail Blazers @ Suns,Portland at Phoenix,,Trail Blazers , Suns
2/19/2013,2/19/2013,NBA: Warriors @ Jazz     ,6:00 PM,7:00 PM,8:00 PM,9:00 PM,8:00 PM,9:00 PM,10:00 PM,11:00 PM,FREE,www.MySportsCal.com,Warriors @ Jazz,Golden State at Utah,,Warriors , Jazz
12/26/2012,12/26/2012,NBA: Warriors @ Jazz     ,6:00 PM,7:00 PM,8:00 PM,9:00 PM,8:00 PM,9:00 PM,10:00 PM,11:00 PM,FREE,www.MySportsCal.com,Warriors @ Jazz,Golden State at Utah,,Warriors , Jazz
10/15/2012,10/15/2012,NBA: Warriors @ Nuggets     ,6:00 PM,7:00 PM,8:00 PM,9:00 PM,8:00 PM,9:00 PM,10:00 PM,11:00 PM,FREE,www.MySportsCal.com,Warriors @ Nuggets,Golden State at Denver,,Warriors , Nuggets
11/23/2012,11/23/2012,NBA: Warriors @ Nuggets     ,6:00 PM,7:00 PM,8:00 PM,9:00 PM,8:00 PM,9:00 PM,10:00 PM,11:00 PM,FREE,www.MySportsCal.com,Warriors @ Nuggets,Golden State at Denver,,Warriors , Nuggets
1/23/2013,1/23/2013,NBA: Wizards @ Jazz     ,6:00 PM,7:00 PM,8:00 PM,9:00 PM,8:00 PM,9:00 PM,10:00 PM,11:00 PM,FREE,www.MySportsCal.com,Wizards @ Jazz,Washington at Utah,,Wizards , Jazz
1/18/2013,1/18/2013,NBA: Wizards @ Nuggets     ,6:00 PM,7:00 PM,8:00 PM,9:00 PM,8:00 PM,9:00 PM,10:00 PM,11:00 PM,FREE,www.MySportsCal.com,Wizards @ Nuggets,Washington at Denver,,Wizards , Nuggets
12/19/2012,12/19/2012,NBA: Bucks @ Grizzlies     [ESPN],6:30 PM,7:30 PM,8:30 PM,9:30 PM,8:30 PM,9:30 PM,10:30 PM,11:30 PM,FREE,www.MySportsCal.com,Bucks @ Grizzlies,Milwaukee at Memphis,[ESPN],Bucks , Grizzlies
2/24/2013,2/24/2013,NBA: Bulls @ Thunder     [ESPN],6:30 PM,7:30 PM,8:30 PM,9:30 PM,8:30 PM,9:30 PM,10:30 PM,11:30 PM,FREE,www.MySportsCal.com,Bulls @ Thunder,Chicago at Oklahoma City,[ESPN],Bulls , Thunder
12/11/2012,12/11/2012,NBA: Clippers @ Bulls     [ESPN],6:30 PM,7:30 PM,8:30 PM,9:30 PM,8:30 PM,9:30 PM,10:30 PM,11:30 PM,FREE,www.MySportsCal.com,Clippers @ Bulls,LA Clippers at Chicago,[ESPN],Clippers , Bulls
12/7/2012,12/7/2012,NBA: Lakers @ Thunder     [ESPN],6:30 PM,7:30 PM,8:30 PM,9:30 PM,8:30 PM,9:30 PM,10:30 PM,11:30 PM,FREE,www.MySportsCal.com,Lakers @ Thunder,LA Lakers at Oklahoma City,[ESPN],Lakers , Thunder
2/1/2013,2/1/2013,NBA: Lakers @ Timberwolves     [ESPN],6:30 PM,7:30 PM,8:30 PM,9:30 PM,8:30 PM,9:30 PM,10:30 PM,11:30 PM,FREE,www.MySportsCal.com,Lakers @ Timberwolves,LA Lakers at Minnesota,[ESPN],Lakers , Timberwolves
11/16/2012,11/16/2012,NBA: Knicks @ Grizzlies     [ESPN],6:30 PM,7:30 PM,8:30 PM,9:30 PM,8:30 PM,9:30 PM,10:30 PM,11:30 PM,FREE,www.MySportsCal.com,Knicks @ Grizzlies,New York at Memphis,[ESPN],Knicks , Grizzlies
1/18/2013,1/18/2013,NBA: Thunder @ Mavericks     [ESPN],6:30 PM,7:30 PM,8:30 PM,9:30 PM,8:30 PM,9:30 PM,10:30 PM,11:30 PM,FREE,www.MySportsCal.com,Thunder @ Mavericks,Oklahoma City at Dallas,[ESPN],Thunder , Mavericks
12/2/2012,12/2/2012,NBA: Magic @ Lakers     [NBATV],6:30 PM,7:30 PM,8:30 PM,9:30 PM,8:30 PM,9:30 PM,10:30 PM,11:30 PM,FREE,www.MySportsCal.com,Magic @ Lakers,Orlando at LA Lakers,[NBATV],Magic , Lakers
1/26/2013,1/26/2013,NBA: Pacers @ Jazz     [NBATV],6:30 PM,7:30 PM,8:30 PM,9:30 PM,8:30 PM,9:30 PM,10:30 PM,11:30 PM,FREE,www.MySportsCal.com,Pacers @ Jazz,Indiana at Utah,[NBATV],Pacers , Jazz
4/14/2013,4/14/2013,NBA: Spurs @ Lakers     [NBATV],6:30 PM,7:30 PM,8:30 PM,9:30 PM,8:30 PM,9:30 PM,10:30 PM,11:30 PM,FREE,www.MySportsCal.com,Spurs @ Lakers,San Antonio at LA Lakers,[NBATV],Spurs , Lakers
3/26/2013,3/26/2013,NBA: Clippers @ Mavericks     [TNT],6:30 PM,7:30 PM,8:30 PM,9:30 PM,8:30 PM,9:30 PM,10:30 PM,11:30 PM,FREE,www.MySportsCal.com,Clippers @ Mavericks,LA Clippers at Dallas,[TNT],Clippers , Mavericks
1/21/2013,1/21/2013,NBA: Lakers @ Bulls     [TNT],6:30 PM,7:30 PM,8:30 PM,9:30 PM,8:30 PM,9:30 PM,10:30 PM,11:30 PM,FREE,www.MySportsCal.com,Lakers @ Bulls,LA Lakers at Chicago,[TNT],Lakers , Bulls
3/5/2013,3/5/2013,NBA: Lakers @ Thunder     [TNT],6:30 PM,7:30 PM,8:30 PM,9:30 PM,8:30 PM,9:30 PM,10:30 PM,11:30 PM,FREE,www.MySportsCal.com,Lakers @ Thunder,LA Lakers at Oklahoma City,[TNT],Lakers , Thunder
12/20/2012,12/20/2012,NBA: Heat @ Mavericks     [TNT],6:30 PM,7:30 PM,8:30 PM,9:30 PM,8:30 PM,9:30 PM,10:30 PM,11:30 PM,FREE,www.MySportsCal.com,Heat @ Mavericks,Miami at Dallas,[TNT],Heat , Mavericks
4/4/2013,4/4/2013,NBA: Spurs @ Thunder     [TNT],6:30 PM,7:30 PM,8:30 PM,9:30 PM,8:30 PM,9:30 PM,10:30 PM,11:30 PM,FREE,www.MySportsCal.com,Spurs @ Thunder,San Antonio at Oklahoma City,[TNT],Spurs , Thunder
11/1/2012,11/1/2012,NBA: Thunder @ Spurs     [TNT],6:30 PM,7:30 PM,8:30 PM,9:30 PM,8:30 PM,9:30 PM,10:30 PM,11:30 PM,FREE,www.MySportsCal.com,Thunder @ Spurs,Oklahoma City at San Antonio,[TNT],Thunder , Spurs
1/13/2013,1/13/2013,NBA: Cavaliers @ Lakers     ,6:30 PM,7:30 PM,8:30 PM,9:30 PM,8:30 PM,9:30 PM,10:30 PM,11:30 PM,FREE,www.MySportsCal.com,Cavaliers @ Lakers,Cleveland at LA Lakers,,Cavaliers , Lakers
3/3/2013,3/3/2013,NBA: Hawks @ Lakers     ,6:30 PM,7:30 PM,8:30 PM,9:30 PM,8:30 PM,9:30 PM,10:30 PM,11:30 PM,FREE,www.MySportsCal.com,Hawks @ Lakers,Atlanta at LA Lakers,,Hawks , Lakers
12/30/2012,12/30/2012,NBA: Jazz @ Clippers     ,6:30 PM,7:30 PM,8:30 PM,9:30 PM,8:30 PM,9:30 PM,10:30 PM,11:30 PM,FREE,www.MySportsCal.com,Jazz @ Clippers,Utah at LA Clippers,,Jazz , Clippers
12/9/2012,12/9/2012,NBA: Jazz @ Lakers     ,6:30 PM,7:30 PM,8:30 PM,9:30 PM,8:30 PM,9:30 PM,10:30 PM,11:30 PM,FREE,www.MySportsCal.com,Jazz @ Lakers,Utah at LA Lakers,,Jazz , Lakers
3/17/2013,3/17/2013,NBA: Kings @ Lakers     ,6:30 PM,7:30 PM,8:30 PM,9:30 PM,8:30 PM,9:30 PM,10:30 PM,11:30 PM,FREE,www.MySportsCal.com,Kings @ Lakers,Sacramento at LA Lakers,,Kings , Lakers
10/21/2012,10/21/2012,NBA: Kings @ Lakers     ,6:30 PM,7:30 PM,8:30 PM,9:30 PM,8:30 PM,9:30 PM,10:30 PM,11:30 PM,FREE,www.MySportsCal.com,Kings @ Lakers,Sacramento at LA Lakers,,Kings , Lakers
11/11/2012,11/11/2012,NBA: Kings @ Lakers     ,6:30 PM,7:30 PM,8:30 PM,9:30 PM,8:30 PM,9:30 PM,10:30 PM,11:30 PM,FREE,www.MySportsCal.com,Kings @ Lakers,Sacramento at LA Lakers,,Kings , Lakers
1/6/2013,1/6/2013,NBA: Nuggets @ Lakers     ,6:30 PM,7:30 PM,8:30 PM,9:30 PM,8:30 PM,9:30 PM,10:30 PM,11:30 PM,FREE,www.MySportsCal.com,Nuggets @ Lakers,Denver at LA Lakers,,Nuggets , Lakers
3/10/2013,3/10/2013,NBA: Pistons @ Clippers     ,6:30 PM,7:30 PM,8:30 PM,9:30 PM,8:30 PM,9:30 PM,10:30 PM,11:30 PM,FREE,www.MySportsCal.com,Pistons @ Clippers,Detroit at LA Clippers,,Pistons , Clippers
11/4/2012,11/4/2012,NBA: Pistons @ Lakers     ,6:30 PM,7:30 PM,8:30 PM,9:30 PM,8:30 PM,9:30 PM,10:30 PM,11:30 PM,FREE,www.MySportsCal.com,Pistons @ Lakers,Detroit at LA Lakers,,Pistons , Lakers
11/18/2012,11/18/2012,NBA: Rockets @ Lakers     ,6:30 PM,7:30 PM,8:30 PM,9:30 PM,8:30 PM,9:30 PM,10:30 PM,11:30 PM,FREE,www.MySportsCal.com,Rockets @ Lakers,Houston at LA Lakers,,Rockets , Lakers
1/27/2013,1/27/2013,NBA: Trail Blazers @ Clippers     ,6:30 PM,7:30 PM,8:30 PM,9:30 PM,8:30 PM,9:30 PM,10:30 PM,11:30 PM,FREE,www.MySportsCal.com,Trail Blazers @ Clippers,Portland at LA Clippers,,Trail Blazers , Clippers
3/16/2013,3/16/2013,NBA: Grizzlies @ Jazz     [NBATV],7:00 PM,8:00 PM,9:00 PM,10:00 PM,9:00 PM,10:00 PM,11:00 PM,11:59 PM,FREE,www.MySportsCal.com,Grizzlies @ Jazz,Memphis at Utah,[NBATV],Grizzlies , Jazz
2/9/2013,2/9/2013,NBA: Jazz @ Kings     [NBATV],7:00 PM,8:00 PM,9:00 PM,10:00 PM,9:00 PM,10:00 PM,11:00 PM,11:59 PM,FREE,www.MySportsCal.com,Jazz @ Kings,Utah at Sacramento,[NBATV],Jazz , Kings
11/24/2012,11/24/2012,NBA: Jazz @ Kings     [NBATV],7:00 PM,8:00 PM,9:00 PM,10:00 PM,9:00 PM,10:00 PM,11:00 PM,11:59 PM,FREE,www.MySportsCal.com,Jazz @ Kings,Utah at Sacramento,[NBATV],Jazz , Kings
12/8/2012,12/8/2012,NBA: Kings @ Trail Blazers     [NBATV],7:00 PM,8:00 PM,9:00 PM,10:00 PM,9:00 PM,10:00 PM,11:00 PM,11:59 PM,FREE,www.MySportsCal.com,Kings @ Trail Blazers,Sacramento at Portland,[NBATV],Kings , Trail Blazers
3/30/2013,3/30/2013,NBA: Pacers @ Suns     [NBATV],7:00 PM,8:00 PM,9:00 PM,10:00 PM,9:00 PM,10:00 PM,11:00 PM,11:59 PM,FREE,www.MySportsCal.com,Pacers @ Suns,Indiana at Phoenix,[NBATV],Pacers , Suns
4/12/2013,4/12/2013,NBA: Thunder @ Trail Blazers     [NBATV],7:00 PM,8:00 PM,9:00 PM,10:00 PM,9:00 PM,10:00 PM,11:00 PM,11:59 PM,FREE,www.MySportsCal.com,Thunder @ Trail Blazers,Oklahoma City at Portland,[NBATV],Thunder , Trail Blazers
3/2/2013,3/2/2013,NBA: Timberwolves @ Trail Blazers     [NBATV],7:00 PM,8:00 PM,9:00 PM,10:00 PM,9:00 PM,10:00 PM,11:00 PM,11:59 PM,FREE,www.MySportsCal.com,Timberwolves @ Trail Blazers,Minnesota at Portland,[NBATV],Timberwolves , Trail Blazers
10/25/2012,10/25/2012,NBA: Clippers @ Nuggets     [TNT],7:00 PM,8:00 PM,9:00 PM,10:00 PM,9:00 PM,10:00 PM,11:00 PM,11:59 PM,FREE,www.MySportsCal.com,Clippers @ Nuggets,LA Clippers at Denver,[TNT],Clippers , Nuggets
12/29/2012,12/29/2012,NBA: 76ers @ Trail Blazers     ,7:00 PM,8:00 PM,9:00 PM,10:00 PM,9:00 PM,10:00 PM,11:00 PM,11:59 PM,FREE,www.MySportsCal.com,76ers @ Trail Blazers,Philadelphia at Portland,,76ers , Trail Blazers
3/4/2013,3/4/2013,NBA: Bobcats @ Trail Blazers     ,7:00 PM,8:00 PM,9:00 PM,10:00 PM,9:00 PM,10:00 PM,11:00 PM,11:59 PM,FREE,www.MySportsCal.com,Bobcats @ Trail Blazers,Charlotte at Portland,,Bobcats , Trail Blazers
1/19/2013,1/19/2013,NBA: Bucks @ Trail Blazers     ,7:00 PM,8:00 PM,9:00 PM,10:00 PM,9:00 PM,10:00 PM,11:00 PM,11:59 PM,FREE,www.MySportsCal.com,Bucks @ Trail Blazers,Milwaukee at Portland,,Bucks , Trail Blazers
3/13/2013,3/13/2013,NBA: Bulls @ Kings     ,7:00 PM,8:00 PM,9:00 PM,10:00 PM,9:00 PM,10:00 PM,11:00 PM,11:59 PM,FREE,www.MySportsCal.com,Bulls @ Kings,Chicago at Sacramento,,Bulls , Kings
1/14/2013,1/14/2013,NBA: Cavaliers @ Kings     ,7:00 PM,8:00 PM,9:00 PM,10:00 PM,9:00 PM,10:00 PM,11:00 PM,11:59 PM,FREE,www.MySportsCal.com,Cavaliers @ Kings,Cleveland at Sacramento,,Cavaliers , Kings
1/16/2013,1/16/2013,NBA: Cavaliers @ Trail Blazers     ,7:00 PM,8:00 PM,9:00 PM,10:00 PM,9:00 PM,10:00 PM,11:00 PM,11:59 PM,FREE,www.MySportsCal.com,Cavaliers @ Trail Blazers,Cleveland at Portland,,Cavaliers , Trail Blazers
3/19/2013,3/19/2013,NBA: Clippers @ Kings     ,7:00 PM,8:00 PM,9:00 PM,10:00 PM,9:00 PM,10:00 PM,11:00 PM,11:59 PM,FREE,www.MySportsCal.com,Clippers @ Kings,LA Clippers at Sacramento,,Clippers , Kings
1/26/2013,1/26/2013,NBA: Clippers @ Trail Blazers     ,7:00 PM,8:00 PM,9:00 PM,10:00 PM,9:00 PM,10:00 PM,11:00 PM,11:59 PM,FREE,www.MySportsCal.com,Clippers @ Trail Blazers,LA Clippers at Portland,,Clippers , Trail Blazers
1/7/2013,1/7/2013,NBA: Grizzlies @ Kings     ,7:00 PM,8:00 PM,9:00 PM,10:00 PM,9:00 PM,10:00 PM,11:00 PM,11:59 PM,FREE,www.MySportsCal.com,Grizzlies @ Kings,Memphis at Sacramento,,Grizzlies , Kings
3/12/2013,3/12/2013,NBA: Grizzlies @ Trail Blazers     ,7:00 PM,8:00 PM,9:00 PM,10:00 PM,9:00 PM,10:00 PM,11:00 PM,11:59 PM,FREE,www.MySportsCal.com,Grizzlies @ Trail Blazers,Memphis at Portland,,Grizzlies , Trail Blazers
4/3/2013,4/3/2013,NBA: Grizzlies @ Trail Blazers     ,7:00 PM,8:00 PM,9:00 PM,10:00 PM,9:00 PM,10:00 PM,11:00 PM,11:59 PM,FREE,www.MySportsCal.com,Grizzlies @ Trail Blazers,Memphis at Portland,,Grizzlies , Trail Blazers
11/16/2012,11/16/2012,NBA: Hawks @ Kings     ,7:00 PM,8:00 PM,9:00 PM,10:00 PM,9:00 PM,10:00 PM,11:00 PM,11:59 PM,FREE,www.MySportsCal.com,Hawks @ Kings,Atlanta at Sacramento,,Hawks , Kings
11/12/2012,11/12/2012,NBA: Hawks @ Trail Blazers     ,7:00 PM,8:00 PM,9:00 PM,10:00 PM,9:00 PM,10:00 PM,11:00 PM,11:59 PM,FREE,www.MySportsCal.com,Hawks @ Trail Blazers,Atlanta at Portland,,Hawks , Trail Blazers
4/10/2013,4/10/2013,NBA: Hornets @ Kings     ,7:00 PM,8:00 PM,9:00 PM,10:00 PM,9:00 PM,10:00 PM,11:00 PM,11:59 PM,FREE,www.MySportsCal.com,Hornets @ Kings,New Orleans at Sacramento,,Hornets , Kings
10/16/2012,10/16/2012,NBA: Jazz @ Lakers     ,7:00 PM,8:00 PM,9:00 PM,10:00 PM,9:00 PM,10:00 PM,11:00 PM,11:59 PM,FREE,www.MySportsCal.com,Jazz @ Lakers,Utah at LA Lakers,,Jazz , Lakers
2/2/2013,2/2/2013,NBA: Jazz @ Trail Blazers     ,7:00 PM,8:00 PM,9:00 PM,10:00 PM,9:00 PM,10:00 PM,11:00 PM,11:59 PM,FREE,www.MySportsCal.com,Jazz @ Trail Blazers,Utah at Portland,,Jazz , Trail Blazers
3/29/2013,3/29/2013,NBA: Jazz @ Trail Blazers     ,7:00 PM,8:00 PM,9:00 PM,10:00 PM,9:00 PM,10:00 PM,11:00 PM,11:59 PM,FREE,www.MySportsCal.com,Jazz @ Trail Blazers,Utah at Portland,,Jazz , Trail Blazers
10/22/2012,10/22/2012,NBA: Jazz @ Trail Blazers     ,7:00 PM,8:00 PM,9:00 PM,10:00 PM,9:00 PM,10:00 PM,11:00 PM,11:59 PM,FREE,www.MySportsCal.com,Jazz @ Trail Blazers,Utah at Portland,,Jazz , Trail Blazers
10/19/2012,10/19/2012,NBA: Kings @ Lakers     ,7:00 PM,8:00 PM,9:00 PM,10:00 PM,9:00 PM,10:00 PM,11:00 PM,11:59 PM,FREE,www.MySportsCal.com,Kings @ Lakers,Sacramento at LA Lakers,,Kings , Lakers
10/25/2012,10/25/2012,NBA: Kings @ Lakers     ,7:00 PM,8:00 PM,9:00 PM,10:00 PM,9:00 PM,10:00 PM,11:00 PM,11:59 PM,FREE,www.MySportsCal.com,Kings @ Lakers,Sacramento at LA Lakers,,Kings , Lakers
3/28/2013,3/28/2013,NBA: Kings @ Suns     ,7:00 PM,8:00 PM,9:00 PM,10:00 PM,9:00 PM,10:00 PM,11:00 PM,11:59 PM,FREE,www.MySportsCal.com,Kings @ Suns,Sacramento at Phoenix,,Kings , Suns
10/22/2012,10/22/2012,NBA: Kings @ Suns     ,7:00 PM,8:00 PM,9:00 PM,10:00 PM,9:00 PM,10:00 PM,11:00 PM,11:59 PM,FREE,www.MySportsCal.com,Kings @ Suns,Sacramento at Phoenix,,Kings , Suns
12/26/2012,12/26/2012,NBA: Kings @ Trail Blazers     ,7:00 PM,8:00 PM,9:00 PM,10:00 PM,9:00 PM,10:00 PM,11:00 PM,11:59 PM,FREE,www.MySportsCal.com,Kings @ Trail Blazers,Sacramento at Portland,,Kings , Trail Blazers
3/30/2013,3/30/2013,NBA: Lakers @ Kings     ,7:00 PM,8:00 PM,9:00 PM,10:00 PM,9:00 PM,10:00 PM,11:00 PM,11:59 PM,FREE,www.MySportsCal.com,Lakers @ Kings,LA Lakers at Sacramento,,Lakers , Kings
11/21/2012,11/21/2012,NBA: Lakers @ Kings     ,7:00 PM,8:00 PM,9:00 PM,10:00 PM,9:00 PM,10:00 PM,11:00 PM,11:59 PM,FREE,www.MySportsCal.com,Lakers @ Kings,LA Lakers at Sacramento,,Lakers , Kings
3/18/2013,3/18/2013,NBA: Lakers @ Suns     ,7:00 PM,8:00 PM,9:00 PM,10:00 PM,9:00 PM,10:00 PM,11:00 PM,11:59 PM,FREE,www.MySportsCal.com,Lakers @ Suns,LA Lakers at Phoenix,,Lakers , Suns
4/10/2013,4/10/2013,NBA: Lakers @ Trail Blazers     ,7:00 PM,8:00 PM,9:00 PM,10:00 PM,9:00 PM,10:00 PM,11:00 PM,11:59 PM,FREE,www.MySportsCal.com,Lakers @ Trail Blazers,LA Lakers at Portland,,Lakers , Trail Blazers
12/7/2012,12/7/2012,NBA: Magic @ Kings     ,7:00 PM,8:00 PM,9:00 PM,10:00 PM,9:00 PM,10:00 PM,11:00 PM,11:59 PM,FREE,www.MySportsCal.com,Magic @ Kings,Orlando at Sacramento,,Magic , Kings
1/7/2013,1/7/2013,NBA: Magic @ Trail Blazers     ,7:00 PM,8:00 PM,9:00 PM,10:00 PM,9:00 PM,10:00 PM,11:00 PM,11:59 PM,FREE,www.MySportsCal.com,Magic @ Trail Blazers,Orlando at Portland,,Magic , Trail Blazers
1/10/2013,1/10/2013,NBA: Mavericks @ Kings     ,7:00 PM,8:00 PM,9:00 PM,10:00 PM,9:00 PM,10:00 PM,11:00 PM,11:59 PM,FREE,www.MySportsCal.com,Mavericks @ Kings,Dallas at Sacramento,,Mavericks , Kings
4/5/2013,4/5/2013,NBA: Mavericks @ Kings     ,7:00 PM,8:00 PM,9:00 PM,10:00 PM,9:00 PM,10:00 PM,11:00 PM,11:59 PM,FREE,www.MySportsCal.com,Mavericks @ Kings,Dallas at Sacramento,,Mavericks , Kings
1/29/2013,1/29/2013,NBA: Mavericks @ Trail Blazers     ,7:00 PM,8:00 PM,9:00 PM,10:00 PM,9:00 PM,10:00 PM,11:00 PM,11:59 PM,FREE,www.MySportsCal.com,Mavericks @ Trail Blazers,Dallas at Portland,,Mavericks , Trail Blazers
1/12/2013,1/12/2013,NBA: Heat @ Kings     ,7:00 PM,8:00 PM,9:00 PM,10:00 PM,9:00 PM,10:00 PM,11:00 PM,11:59 PM,FREE,www.MySportsCal.com,Heat @ Kings,Miami at Sacramento,,Heat , Kings
12/28/2012,12/28/2012,NBA: Knicks @ Kings     ,7:00 PM,8:00 PM,9:00 PM,10:00 PM,9:00 PM,10:00 PM,11:00 PM,11:59 PM,FREE,www.MySportsCal.com,Knicks @ Kings,New York at Sacramento,,Knicks , Kings
3/5/2013,3/5/2013,NBA: Nuggets @ Kings     ,7:00 PM,8:00 PM,9:00 PM,10:00 PM,9:00 PM,10:00 PM,11:00 PM,11:59 PM,FREE,www.MySportsCal.com,Nuggets @ Kings,Denver at Sacramento,,Nuggets , Kings
3/11/2013,3/11/2013,NBA: Nuggets @ Suns     ,7:00 PM,8:00 PM,9:00 PM,10:00 PM,9:00 PM,10:00 PM,11:00 PM,11:59 PM,FREE,www.MySportsCal.com,Nuggets @ Suns,Denver at Phoenix,,Nuggets , Suns
10/17/2012,10/17/2012,NBA: Nuggets @ Trail Blazers     ,7:00 PM,8:00 PM,9:00 PM,10:00 PM,9:00 PM,10:00 PM,11:00 PM,11:59 PM,FREE,www.MySportsCal.com,Nuggets @ Trail Blazers,Denver at Portland,,Nuggets , Trail Blazers
12/20/2012,12/20/2012,NBA: Nuggets @ Trail Blazers     ,7:00 PM,8:00 PM,9:00 PM,10:00 PM,9:00 PM,10:00 PM,11:00 PM,11:59 PM,FREE,www.MySportsCal.com,Nuggets @ Trail Blazers,Denver at Portland,,Nuggets , Trail Blazers
11/30/2012,11/30/2012,NBA: Pacers @ Kings     ,7:00 PM,8:00 PM,9:00 PM,10:00 PM,9:00 PM,10:00 PM,11:00 PM,11:59 PM,FREE,www.MySportsCal.com,Pacers @ Kings,Indiana at Sacramento,,Pacers , Kings
